Unnamed: 0,brand,name,year,model,seat,fuel,capacity,origin,gear,price
194,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,915000000
195,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,638000000
196,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,760000000
197,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,762000000
198,VinFast,VinFast VF8 Eco - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,830000000
199,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,524000000
200,Kia,Kia Carnival Signature 2.2D - 2023,2023,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1511000000
201,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
202,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1246000000
203,Toyota,Toyota Corolla Cross 1.8HV - 2023,2023,SUV,5,Hybrid,1.8,Nhập khẩu,Số tự động,944000000
204,Kia,Kia Sorento Signature 2.2 AT AWD - 2022,2022,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1219000000
205,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1286000000
206,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,767000000
207,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1252000000
208,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,700000000
209,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1280000000
210,Mazda,Mazda 3 1.5L Luxury - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,631000000
211,Toyota,Toyota Corolla altis 1.8V - 2023,2023,Sedan,5,Xăng,1.8,Nhập khẩu,Số tự động,765000000
212,Peugeot,Peugeot 3008 AT - 2022,2022,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,976000000
213,Kia,Kia Sonet Deluxe 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,554000000
214,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
215,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,954000000
216,Mazda,Mazda 3 1.5L Premium - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,739000000
217,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,730000000
218,VinFast,VinFast VF8 Eco - 2022,2022,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,790000000
219,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
220,BMW,BMW 3 Series 320i Sport Line - 2023,2023,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,1354000000
221,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
222,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,690000000
223,Peugeot,Peugeot 5008 GT 1.6L - 2023,2023,SUV,7,Xăng,1.6,Lắp ráp trong nước,Số tự động,1319000000
224,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,677000000
225,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,929000000
226,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,899000000
227,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
228,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,890000000
229,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,568000000
230,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
231,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,935000000
232,Ford,Ford Ranger XLT 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,830000000
233,VinFast,VinFast VF5 Plus - 2023,2023,SUV,5,Xăng,0.0,Lắp ráp trong nước,Số tự động,538000000
234,Mitsubishi,Mitsubishi Outlander Premium 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,950000000
235,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
236,VinFast,VinFast Lux A 2.0 Nâng cao - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,839000000
237,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,895000000
238,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1460000000
239,Mitsubishi,Mitsubishi Triton Athlete 4x4 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,905000000
240,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,825000000
241,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,625000000
242,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
243,Kia,Kia Sorento Signature 2.5 AT AWD - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1269000000
244,Peugeot,Peugeot 5008 GT 1.6L - 2023,2023,SUV,7,Xăng,1.6,Lắp ráp trong nước,Số tự động,1319000000
245,Hyundai,Hyundai Tucson 2.0 AT Đặc biệt - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,935000000
246,Mitsubishi,Mitsubishi Xpander Cross 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
247,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1468000000
248,Kia,Kia K3 Premium 1.6 AT - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,669000000
249,Honda,Honda CRV L - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,1043000000
250,Mitsubishi,Mitsubishi Pajero Sport 2.4D 4x4 AT - 2023,2023,SUV,7,Dầu,2.4,Nhập khẩu,Số tự động,1345000000
251,Mitsubishi,Mitsubishi XFC Concept - 2023,2023,SUV,5,Điện,0.0,Nhập khẩu,Số tự động,800000000
252,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,849000000
253,Hyundai,Hyundai Tucson 2.0 AT Đặc biệt - 2022,2022,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,925000000
254,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,720000000
255,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
256,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,930000000
257,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,548000000
258,Hyundai,Hyundai Elantra 1.6 AT Tiêu chuẩn - 2023,2023,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,560000000
259,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,548000000
260,Mercedes,Mercedes Benz C class C200 Avantgarde - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,1539000000
261,Thaco,Thaco Frontier K250 - 2022,2022,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,435000000
262,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,530000000
263,Toyota,Toyota Vios E 1.5 MT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tay,489000000
264,Suzuki,Suzuki Super Carry Truck Thùng kín Inox - 2022,2022,Truck,2,Xăng,1.0,Lắp ráp trong nước,Số tay,279000000
265,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1220000000
266,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
267,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
268,Mitsubishi,Mitsubishi Triton Athlete 4x4 AT Mivec - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,905000000
269,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1087000000
270,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,552000000
271,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,849000000
272,Mitsubishi,Mitsubishi Attrage Premium 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,490000000
273,Isuzu,Isuzu Dmax Hi-Lander 4X2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,1.9,Nhập khẩu,Số tự động,740000000
274,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1226000000
275,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,915000000
276,VinFast,VinFast VF e34 AT - 2022,2022,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,495000000
277,Subaru,Subaru Forester 2.0i-L EyeSight - 2023,2023,SUV,5,Xăng,2.0,Nhập khẩu,Số tự động,1199000000
278,Toyota,Toyota Innova Venturer 2.0 AT - 2023,2023,Crossover,8,Xăng,2.0,Lắp ráp trong nước,Số tự động,845000000
279,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,932000000
280,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,890000000
281,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
282,Mitsubishi,Mitsubishi Outlander 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,932000000
283,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,909000000
284,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,600000000
285,Nissan,Nissan Navara Pro-4X 2.3 AT 4WD - 2022,2022,Bán tải / Pickup,5,Dầu,2.3,Nhập khẩu,Số tự động,855000000
286,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
287,Suzuki,Suzuki XL7 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,525000000
288,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,666000000
289,Toyota,Toyota Corolla Cross 1.8HV - 2023,2023,SUV,5,Hybrid,1.8,Nhập khẩu,Số tự động,955000000
290,Toyota,Toyota Camry 2.0Q - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1130000000
291,Mitsubishi,Mitsubishi Outlander 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,825000000
292,VinFast,VinFast Lux A 2.0 Nâng cao - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,839000000
293,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,638000000
294,Ford,Ford Everest Ambiente 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1099000000
295,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,839000000
296,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,610000000
297,Mercedes,Mercedes Benz C class C200 Avantgarde - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,1589000000
298,Hyundai,Hyundai Accent 1.4 MT - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,450000000
299,Kia,Kia Sonet Premium 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,624000000
300,Mitsubishi,Mitsubishi Triton 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,650000000
301,Mitsubishi,Mitsubishi Triton Athlete 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,690000000
302,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
303,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,905000000
304,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,505000000
305,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1330000000
306,Mitsubishi,Mitsubishi Xpander 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,598000000
307,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,465000000
308,Toyota,Toyota Fortuner Legender 2.8L 4x4 AT - 2022,2022,SUV,7,Dầu,2.8,Lắp ráp trong nước,Số tự động,1478000000
309,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1475000000
310,Honda,Honda CRV L - 2022,2022,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,1118000000
311,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,849000000
312,VinFast,VinFast VF9 Eco - 2022,2022,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1193000000
313,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1420000000
314,Kia,Kia Sonet Premium 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,624000000
315,Hyundai,Hyundai Accent 1.4 AT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,465000000
316,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,585000000
317,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1403000000
318,Honda,Honda HRV RS - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,871000000
319,Isuzu,Isuzu QLR210 Thùng đông - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,483000000
320,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
321,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,482000000
322,Toyota,Toyota Avanza Premio 1.5 MT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tay,538000000
323,Toyota,Toyota Fortuner Legender 2.8L 4x4 AT - 2022,2022,SUV,7,Dầu,2.8,Lắp ráp trong nước,Số tự động,1410000000
324,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,859000000
325,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
326,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,482000000
327,Kia,Kia Carnival Signature 2.2D - 2023,2023,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1529000000
328,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,849000000
329,Honda,Honda CRV LSE - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,1138000000
330,Hyundai,Hyundai Accent 1.4 MT - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,422000000
331,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,510000000
332,Toyota,Toyota Fortuner 2.4L 4x2 MT - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tay,1026000000
333,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,653000000
334,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,539000000
335,Honda,Honda Civic G 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,770000000
336,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,930000000
337,VinFast,VinFast VF9 Eco - 2022,2022,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1193000000
338,Mercedes,Mercedes Benz C class C200 Avantgarde - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,1529000000
339,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,648000000
340,Kia,Kia Seltos Luxury 1.4 AT - 2023,2023,Crossover,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,704000000
341,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,826000000
342,Toyota,Toyota Corolla altis 1.8G - 2023,2023,Sedan,5,Xăng,1.8,Nhập khẩu,Số tự động,719000000
343,Mitsubishi,Mitsubishi Xpander 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,588000000
344,Hyundai,Hyundai SantaFe Tiêu chuẩn 2.5L - 2022,2022,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1000000000
345,Honda,Honda CRV E - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,878000000
346,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,640000000
347,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,910000000
348,Hyundai,Hyundai Accent 1.4 AT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,474000000
349,Ford,Ford Everest Ambiente 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1050000000
350,Hyundai,Hyundai Accent 1.4 MT Tiêu Chuẩn - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,401000000
351,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1468000000
352,Ford,Ford Everest Ambiente 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1079000000
353,Toyota,Toyota Camry 2.0Q - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1228000000
354,Ford,Ford Ranger Raptor 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Nhập khẩu,Số tự động,1299000000
355,Ford,Ford Ranger XL 2.0L 4x4 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,619000000
356,Toyota,Toyota Fortuner 2.4G 4x2 AT Legender - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1267000000
357,Mazda,Mazda cx3 Deluxe 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,649000000
358,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,630000000
359,Suzuki,Suzuki XL7 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,599000000
360,Toyota,Toyota Camry 2.5HV - 2023,2023,Sedan,5,Hybrid,2.5,Nhập khẩu,Số tự động,1459000000
361,Toyota,Toyota Corolla Cross 1.8G - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,745000000
362,VinFast,VinFast VF5 - 2022,2022,Crossover,5,Hybrid,0.0,Nhập khẩu,Số tự động,422000000
363,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
364,Hyundai,Hyundai Accent 1.4 MT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,447000000
365,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,653000000
366,Toyota,Toyota Camry 2.5Q - 2023,2023,Sedan,5,Xăng,0.0,Nhập khẩu,Số tự động,1405000000
367,Honda,Honda CRV L - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,1118000000
368,VinFast,VinFast VF e34 AT - 2023,2023,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,540000000
369,Toyota,Toyota Avanza Premio 1.5 MT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tay,558000000
370,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,640000000
371,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,915000000
372,Hyundai,Hyundai Stargazer Đặc biệt 1.5 AT - 2022,2022,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,550000000
373,Toyota,Toyota Raize G 1.0 CVT - 2022,2022,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,530000000
374,VinFast,VinFast VF9 Plus - 2023,2023,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1321000000
